rainfall_mm,water_level,elevation_risk,drainage_capacity,historical_floods,population_exposure,risk_level,risk_score
63.10232903494698,14.974336855110487,56.246587073117,24.99911202489107,3,76.48834778931226,LOW,37.964801854472974
151.48416623718418,42.163266115184875,50.73066273985753,14.403434829389242,5,96.44774175142342,MEDIUM,65.88636551264382
146.80994077445632,33.832645958942166,59.29912952813829,74.24960712019987,7,34.34856658168744,MEDIUM,40.97443179333088
75.87132443512965,64.94365606076096,9.662034533805938,39.753673901703195,4,84.39838650912588,MEDIUM,45.498879007629114
59.015777668141496,28.485126790516603,43.40626335139265,43.09339047529025,8,41.68364770390788,MEDIUM,39.45366799205059
126.02423567574583,89.95289077565565,60.38293489622828,31.000744918861113,11,58.36587630124066,HIGH,73.01847911165983
33.75792221358267,93.66999588275996,60.593178373971455,83.03017068923626,4,50.10400267311959,MEDIUM,44.25763742186053
43.98439442076842,18.984795145911118,67.4467263679955,35.273009719055224,3,10.526502040624651,LOW,33.62620370476645
11.251585857670937,19.66626606597195,73.42052275525306,27.866368428837028,4,61.701597418524194,MEDIUM,46.11523268813811
143.77714417536353,20.379379429988916,65.94698431738138,36.28622673857327,10,77.27552989875576,MEDIUM,63.566573162431204
123.02464562064546,65.76123306792809,80.07309976199633,27.26771388922874,2,25.709714521774412,MEDIUM,59.931473460306194
129.87811436647695,20.977206778866062,64.3522602950362,37.00069376844263,11,93.84902757037337,MEDIUM,59.60178609109642
142.72393527373455,86.71440861372396,56.06322794103443,17.049578943794707,4,57.73595854766534,HIGH,72.47335295626809
88.01568184151779,77.88443634441032,62.588660744342036,23.47505247515396,10,26.042140283598417,MEDIUM,59.84189940605413
106.68600331199194,83.78279724142217,14.613369841566573,45.44949508867257,9,68.13528138251968,MEDIUM,55.61999118949968
33.765489681701766,57.34544741974188,30.9498713689244,84.75468272513949,9,27.273043766380958,MEDIUM,40.02687909314036
29.470112501115484,99.70094903672381,55.102979162522466,14.869713471394297,10,15.718001346580277,MEDIUM,57.608261531737796
123.62850350438018,13.975759264974513,87.93378546316218,28.077350074602606,2,71.6783718177318,MEDIUM,49.20936614766771
90.08635504433254,46.1138467767502,69.50989784735934,87.20938242103568,7,19.962539497494504,MEDIUM,44.25746552516823
106.0901381018021,39.154300204387255,13.58876745483027,85.65124730359334,1,19.55957035387918,LOW,32.993580051187664
140.04980576072435,95.3780948841377,61.26612029221842,67.753320830155,3,76.5949206863632,MEDIUM,58.0781150330131
117.90211440010043,61.91748626478336,26.0651088255244,30.440252098095225,0,14.968200988726405,MEDIUM,49.45839009261173
104.10849811185929,82.55718689002528,74.73157317992867,45.68389768974179,8,82.87922611431591,HIGH,73.20677061193504
105.0652173267203,25.330707429266695,83.60688098833099,27.95378452722703,7,81.65338827830449,MEDIUM,60.45203954664154
61.671516670644074,98.0770729510395,61.37834589604747,20.930023275642277,8,22.72540852699894,HIGH,74.54206894908943
15.2390318765497,54.87755921886836,61.17944792641242,42.29986353368078,2,56.6542582549272,MEDIUM,47.147199494325015
84.2419561695016,54.43048686435812,37.16618710502733,58.94483643097976,3,18.696294187204813,MEDIUM,49.499704908093044
46.47939437931996,97.3796255691164,47.39375201032439,40.59427741450844,8,66.93140978073885,HIGH,73.09300727987173
79.44986943318814,44.26591250954306,87.09029361245781,61.920086789607424,9,15.663701167349192,MEDIUM,54.055069036280976
155.07852245558823,45.77725220994937,73.71543144187987,35.18165250724097,10,95.00327706904726,HIGH,71.95377592222178
49.769712597107926,62.6277432524443,54.376597671105095,39.39729485966717,0,28.695766183262347,MEDIUM,48.68344391432498
19.91146608714122,21.524734949300825,39.98207669359524,77.20725528979182,4,71.46051903537806,LOW,23.99920109752688
57.835261643739415,38.89770637706694,9.786075137412663,84.65675212597793,0,21.546228193939903,LOW,24.68253737564724
59.91093882033621,27.38874902006175,18.585703126006585,37.372896930139426,9,28.863680349409883,LOW,33.89833328196584
122.52580750357215,19.295513119634464,23.337393006240212,58.57884311434848,1,50.585468399503355,MEDIUM,40.267544314588456
104.69546589801732,87.9530145697918,40.4714366095741,33.643794130842785,9,61.57865272073646,MEDIUM,62.45174310130737
143.2626955480903,63.039804951472846,94.69364647224609,14.533444545131339,1,99.89769163525146,HIGH,71.29882737659831
122.93330185565588,42.28055123751201,52.98957251158112,72.71786041563468,0,12.333360528184972,MEDIUM,44.907642330860135
79.085766444812,46.78024396300415,27.30981550962695,24.53529607507278,10,10.028297767967826,MEDIUM,46.78222235120276
148.3834653932259,48.836710331861916,15.046263058843836,46.18556451848796,5,41.533038524345315,MEDIUM,42.50277989510353
38.385396384309665,66.98342639302385,37.13902483728158,51.39886693722833,5,42.95407310221779,LOW,35.713965894861246
13.861052432756281,93.40924523400939,82.4944103773504,25.680084655224004,7,89.54535124887684,MEDIUM,56.61572359822551
25.308136331859096,93.95016576912843,41.41756537399825,18.037204806388683,3,92.13242929275718,MEDIUM,51.98035439572921
132.80108960139654,45.234278157759704,78.38805157212929,39.581106247041,8,89.24724787233869,MEDIUM,67.98307404217715
88.51912914273585,39.633621363799264,81.2569727320535,90.94430214177706,5,22.8860875437443,MEDIUM,43.89521657899547
37.41620243571231,50.59418501667295,15.527973121376894,62.28652514901582,3,47.08943516629661,LOW,37.873159966902584
95.1776117675718,61.11408073856433,62.82267649954446,42.41986941424671,4,77.12966460655208,MEDIUM,61.420660033324175
35.89305746123863,51.563612030477344,96.11412602025553,13.30741976580827,0,38.13499610058173,MEDIUM,55.93424909647652
128.37446376321512,69.2878068835031,43.20311711583762,61.023228918241955,3,69.69142256594961,MEDIUM,60.34419815954493
85.84656684758522,59.89591210417873,9.839688455287117,17.84189947950667,7,31.342857687198283,MEDIUM,50.79310111640732
74.77360843640201,38.86439920246685,92.71375557449846,56.11624603903974,1,39.107733216472724,MEDIUM,52.07978662717317
61.25705515513901,41.11577251863693,88.94829674938588,73.91579320309815,1,87.43866844136355,MEDIUM,50.13152607101237
117.14804083021104,44.073350880375784,54.60343748485517,46.00475460505684,7,32.54581324800956,MEDIUM,55.11714166967073
71.50814379407637,18.51757914244498,57.46404643268092,35.449977059404574,5,96.78916781963767,MEDIUM,52.30969356765197
24.90048628373717,24.94563691725758,25.115404763731867,14.027659874495882,1,37.56336048431622,LOW,19.688315647047713
30.061003360487604,75.08024219308476,82.84782177674055,12.106119388735728,8,12.117529884094962,MEDIUM,55.44830328778378
173.52260297341746,45.0187040369872,52.36700364725201,46.552258419869304,9,32.94108134223134,MEDIUM,61.319759870760514
164.4587174202932,29.30850753041293,8.218390538542868,85.08434800975226,0,25.408444801908317,MEDIUM,43.49347127181422
128.95021274782744,60.640516951737155,69.88642086265479,30.74533619742118,2,55.614426959579475,HIGH,70.40469717139933
55.19789344811833,77.99855882260846,95.29714563125708,58.79471799145481,4,20.1444459695074,MEDIUM,46.64703763841417
174.75998414911305,33.16801261108343,83.76929658284628,68.16599467277976,8,66.34439895208686,HIGH,70.69925020099514
142.3876536741851,84.411089373137,31.33382332000128,15.170538737615722,0,88.74091635008452,MEDIUM,62.28909330546913
131.87133215702926,93.47543736625447,10.065883068667361,23.013531943287052,9,42.62669936233621,MEDIUM,60.78199506636164
86.39145536444407,63.765507616645664,94.33338419112715,38.1585274406632,3,25.1643447374864,MEDIUM,56.72979135626435
56.281065513677035,70.20528930924216,94.02095886357164,66.9579198026285,1,46.00224962059717,MEDIUM,49.07938267976452
26.38646356609488,14.731839129074984,55.57945537272259,47.317984539388235,10,80.73701393055643,LOW,30.29630603304328
163.4424074124531,95.09679019197158,66.02015410879584,72.40658079855085,1,63.2338906671636,HIGH,72.24349817700265
87.48196927171388,45.32362608384494,48.94700576752679,83.74581857372137,1,19.10288919948428,MEDIUM,40.477301788985606
44.40177201518915,93.15103604908869,44.87770987438207,74.46164351087614,11,58.346843889433,MEDIUM,58.48588425801782
62.01262610561093,62.10797722752183,16.347601413226535,94.34101262162618,6,52.12768433100339,LOW,34.3528805269691
108.46732672012232,10.415691895899485,14.191525344304122,74.12069084219021,5,39.440103041904536,LOW,31.575983504154895
40.05137309966939,13.468779939109215,27.10955393423781,82.4352315756333,8,19.914453644799096,LOW,23.297146327508482
155.62442829570384,71.23769251029299,84.48087090862171,80.75114046952508,7,98.30007420582474,HIGH,78.72049405265926
138.9483200719857,60.64012124487398,18.8540685698896,72.07258979380396,7,25.843898790393006,LOW,36.05026958292207
132.30870251165925,12.387919348546692,26.53637193189752,78.15315441575069,0,27.34686017116709,LOW,28.087627085216905
83.45581676176764,76.91139651001468,57.11833563560972,89.44807436872986,6,23.102442289201228,MEDIUM,48.44936304156469
116.64250291941535,86.69308033622636,25.43746571743607,50.39262717473487,3,61.31737348290443,MEDIUM,52.654358392855926
109.29665471516505,54.677573419537744,20.504635048189776,64.2543970325662,9,49.93026170344304,MEDIUM,47.766748794578824
120.4739222643194,51.918169632152946,58.51504296130641,53.76987633368568,6,32.460146382390036,MEDIUM,53.776291436847124
24.355534593781144,10.492579795116473,39.96886074467847,82.3381439113262,1,48.648104471937536,LOW,16.767474311641976
80.68725836900364,80.79847412442393,64.48513215484456,46.66556624407812,10,70.61696659555462,MEDIUM,63.792206457003566
17.074409556521722,39.76444600714949,91.65950733882424,79.6767755473023,3,35.35304783487672,LOW,38.388500237488344
93.97843927156822,89.08872578042856,19.34434748633143,77.9451388798568,3,92.37211984273424,MEDIUM,51.20125807514204
66.0764060965735,43.57545288022477,91.77619768224108,91.7603186163302,11,37.571161345993524,MEDIUM,44.8809173562571
34.56911210722797,60.8570119567635,90.73654690517728,31.158259436880595,9,27.836112774056794,MEDIUM,53.33021023885773
27.578504512833778,34.33076093793947,83.76332041691077,70.31765834030254,10,95.9111062185533,MEDIUM,45.17314527459023
109.89957727021105,24.452948132642682,64.97216214407808,74.33815730003633,7,82.95045491063614,MEDIUM,39.70071963158446
39.00080465127064,79.74171130431952,63.913932459227006,89.58367188839658,10,40.882386235911895,MEDIUM,49.923417370449364
167.27042012405553,54.69314309616534,65.72520269396765,87.08670553472014,1,85.72886660294884,MEDIUM,56.615978185797864
108.78039374906714,58.28391313770257,70.59707736569224,58.749698245218106,7,56.693282423842,MEDIUM,64.29342264069085
68.9678667709223,96.88743581335619,6.565809056634917,59.22802079843828,3,41.207724843495654,MEDIUM,50.39297045598088
110.45563355184085,96.72219209999383,96.01879502026172,24.2197544143595,4,85.56504305852928,HIGH,83.59894168716623
13.876658075048574,87.00779095321631,60.63235733923008,92.87182970602055,2,77.69485601779964,LOW,37.16903371705765
172.9550662510457,26.88483634885302,79.23925474323006,31.676484329791283,2,36.808735837879524,MEDIUM,58.69561128544689
91.99158428029304,63.48454248714219,40.8417747108295,71.60257856835983,5,64.60106637321763,MEDIUM,43.03727085252835
143.06498863254865,89.03326821899837,6.177735322000616,77.64257540845156,11,43.24512011678175,MEDIUM,55.550677833828985
24.064099986814554,43.701754280404394,53.42479268826217,47.50331789196739,7,10.094677530434932,MEDIUM,43.217257527174866
92.73191624248726,19.099554934202647,53.18306133501325,27.95146620246993,4,96.56341672602514,MEDIUM,56.55092428549184
93.42018904026855,82.98666120159297,46.513982389587916,26.061632658673375,5,59.466616846555304,MEDIUM,56.382065820420316
169.43049734574709,53.358719622595444,37.27312014539729,82.8021600766353,6,63.858934149920486,MEDIUM,54.286934508920055
107.19376890393282,60.79534123232607,28.733478341923593,53.41430137362376,2,63.990228310956546,MEDIUM,49.40054219668952
90.49319817968215,98.392986668606,55.11676307723236,17.66164347325267,6,59.55773147374625,HIGH,71.85769225768918
55.385862725621905,64.64902874446649,40.65142327088194,70.94665518484554,8,36.104306029623416,LOW,35.04552598674648
66.36672954823388,48.24814470994912,97.14352888973183,31.264539488427516,2,97.44185124172506,MEDIUM,49.67136493896021
98.51430842016143,43.2985931062478,21.428094237858488,84.49355381382473,7,65.95015712637564,MEDIUM,43.9021309635703
84.61494825185794,47.58573633886411,35.36822892457326,36.3136018125479,8,70.38292244985652,MEDIUM,41.65619094515101
13.674053579656173,20.655917486080188,32.926244737834246,27.023020557662164,6,50.93134815853448,LOW,30.000124099284413
150.46962711304081,81.52755025758147,56.61437174241591,17.21296770216942,3,35.90752604417043,HIGH,70.93961740411878
162.34733121276034,85.3945172368337,52.43162441254405,53.48014661420004,6,15.791408395743641,MEDIUM,68.8746079601826
33.84234512976383,35.595742111606796,66.15534421530594,48.312694964554424,9,41.52071769110976,MEDIUM,41.443178115056135
104.1861444016384,37.34169565689497,95.25016820454975,73.86153229126714,2,25.84876863415529,MEDIUM,45.957978549422826
28.457875993025404,88.69008307013318,32.096003121917406,49.491219911408095,6,69.58794414313107,MEDIUM,53.447857310201485
124.28081581676798,12.15733199751599,70.81329907922466,39.22435735857154,8,89.11034963224475,MEDIUM,56.6238769829404
57.809743252631414,56.841169939050495,7.378819285492444,32.24066782880024,3,37.247937242108705,LOW,36.648610075339484
122.1018478976233,51.730814321335096,29.92690490969433,33.64247336494754,4,39.95943628726419,MEDIUM,52.705525865195746
133.58908442877004,72.11140926206139,49.053374159676316,88.86707165536419,10,70.33280534461105,MEDIUM,61.90515958803731
140.67007362600168,24.705253013450903,7.944504905707774,24.031681177464048,4,23.434429081711272,MEDIUM,53.83548329424245
28.315960812502414,70.14976667156384,63.6785987525957,93.99499608735776,7,93.64936840099293,MEDIUM,49.02444669640839
165.72201367339335,43.90606070873888,69.43950779816228,37.788153691339105,1,42.746210292293476,MEDIUM,67.0581816551053
49.13637845212974,65.68433003526778,75.93951290961444,17.513170010487286,11,19.10795013340972,MEDIUM,54.94868650300471
16.360134549950562,13.608550888549832,54.07457796008617,31.138682366968524,7,25.721560442857736,LOW,29.629378170349142
104.32491979655217,51.55544774660584,62.37474317296953,14.96522226214259,9,93.94714684067122,MEDIUM,64.46199503505535
73.0567882566146,57.00258045841349,42.62619887145629,77.15253037893285,7,32.2407359532118,MEDIUM,42.2130126216321
151.06425633251024,29.289376256948795,8.919038088123441,53.566997565993965,4,69.60419234481577,MEDIUM,42.03318626289194
147.40275025093132,22.566128876120864,14.495426298578739,38.64386260367808,4,24.05487011844386,MEDIUM,50.80891935678029
63.91361177986161,26.962687271107125,67.2246127991391,66.27421639368282,8,27.469152311389994,MEDIUM,44.42740071666752
171.99289716185663,40.97269702570132,99.57775346064875,63.60495470577722,10,89.13143970099797,HIGH,70.06654916772224
59.45603248382017,18.71291343744743,6.501307720513137,89.88912758434518,1,23.322989809230563,LOW,21.995641150196136
97.55971196939147,95.2587816156644,57.97043219850636,91.70714392361226,10,11.687552806265124,MEDIUM,57.76694502949494
53.51406539649247,46.449465534623556,76.345831523843,67.85812093155945,9,55.110987057364866,MEDIUM,51.00552875714119
169.12740690832376,82.80726422560741,83.54360866131847,79.51435381575432,1,87.64541319366413,MEDIUM,63.672371972472334
37.983328988943086,97.6975410797962,56.79446561615081,77.35613352849018,1,39.33919408740623,MEDIUM,45.91751457998821
17.63480529669593,17.26617520024652,63.89201811748998,51.760800279491484,8,21.534604358113945,LOW,31.668668491099247
83.96650020051645,68.65025211414945,71.18886980108257,69.87895448284044,10,98.4007746609074,MEDIUM,63.624063647131095
178.7038458894923,88.42681780670925,86.6017937208759,16.652015653103465,4,70.9064766540472,HIGH,81.30124261902452
161.58513526333536,67.08109905700555,16.61750603426777,74.43179206777609,7,86.56215687533408,MEDIUM,46.84974488467176
137.26336330768135,48.612350922167145,92.98730864611203,91.75580561135125,11,77.69244450960313,MEDIUM,57.07986301794269
161.43472344934924,48.79687218741444,7.47165333739915,17.222854015687766,3,72.8418046590271,MEDIUM,58.376338899897455
161.88592874863676,13.230899740662302,84.43897634098866,81.06984169030764,2,44.610766041782824,MEDIUM,49.35129153576267
98.20592126569635,58.11406761603478,12.29034052317124,89.30330226518805,11,39.19059938832754,MEDIUM,51.82465311266492
63.70793881123481,99.41886971081627,23.489680102467617,29.226055633175278,3,74.52627363050267,MEDIUM,60.36892225820677
141.24211345886798,96.28367733747407,5.369943906207598,54.60895094678232,5,74.50417073595071,MEDIUM,63.08031361507361
122.48241473851938,13.635930595794687,47.29938702592386,88.86794916435402,5,95.5529545644184,MEDIUM,41.945988232157376
73.5218139085307,73.52173032665394,36.76412653815227,91.61921038445227,6,61.179383606349006,MEDIUM,51.047158851891474
26.059333570457596,37.15883800272377,20.769326591267596,20.870002669946892,3,36.51589952089061,LOW,31.15322106454495
136.9542339293344,91.26902380655231,47.8535652763711,39.6653591722133,8,54.05759193974297,HIGH,69.62702576751326
54.618287706886996,14.060327113835069,43.22523390135746,69.34229449782282,8,65.23424350533273,LOW,28.634877452125803
169.25823559074246,94.22866918099726,77.92779810638045,28.832472447804076,2,48.40568196192212,HIGH,85.10147287299651
50.964997750966404,85.37281694089992,89.84737907665308,37.60550343393086,5,81.20198110235934,MEDIUM,65.13864050723565
30.868848509952624,20.575394402734137,66.99388891787277,11.979740100398928,0,62.61518909942539,LOW,36.04803833590654
151.28915426123405,15.384190358556928,16.81898692901977,23.049342879151908,2,10.84921548648855,MEDIUM,43.17155929746408
36.05833382616399,85.12368978942423,33.062125497435815,57.79800702550823,11,61.28558994088076,MEDIUM,53.516365821424266
40.47561238681564,24.018190387712146,91.76523819906659,65.51265563585554,6,67.02434073476749,MEDIUM,40.38465536023417
111.8950745585434,58.14083376782835,13.42977683574947,65.15750564314614,7,92.37351263896636,MEDIUM,48.4272275857761
158.67554694236895,92.41703720908386,43.65130474212852,76.16064001614842,10,47.23495062977697,MEDIUM,64.8781919869103
43.39389317147745,61.0703302194391,94.53793882718072,45.29892016779728,8,61.702089334422254,MEDIUM,57.619219492375436
62.755024393016114,45.75099713255417,95.31315993960115,33.24671088049821,9,52.749770564293655,MEDIUM,55.21134504063749
142.15882250100017,50.0514449368593,44.06430181964478,11.324359503614623,8,57.849078562199686,MEDIUM,62.767546324425254
175.21049243036444,15.680545363348392,68.40270436938576,27.563535214452884,5,16.05736636020968,MEDIUM,50.67359113705411
95.1260016543982,97.18770892254389,48.390831843629904,36.55296403717317,7,90.75553007797913,MEDIUM,68.77519828336962
34.46257543371263,37.95887665729745,76.57875124645247,25.14758280083957,3,91.93711058484631,MEDIUM,47.33694408350749
12.369168910394261,27.042714250556845,8.00022641583486,11.712280077211192,10,59.32536488583694,LOW,33.82657942770194
49.0415250998054,35.744257165635574,18.694929147529052,23.383046736541285,2,60.0899964148851,LOW,38.67658067610549
32.40977702370857,96.7935875402331,63.348886336641925,66.61846205324365,10,15.180043234955907,MEDIUM,56.15781276310093
125.20197451418576,18.485744813920633,27.09246493209104,63.514760400170644,10,63.81554618077811,MEDIUM,48.85390282654654
30.71152578685029,88.05727364510632,68.27496843056912,89.5331093488336,1,48.623661089124624,MEDIUM,46.539946790677256
96.07608837550761,73.7059504961303,38.36617810882334,77.8443047687713,8,73.81392672109936,MEDIUM,52.55649669260971
128.02461405929068,84.70172612431253,89.23132802214303,58.25926993150125,11,14.241242493601515,MEDIUM,66.97229398758967
108.7898235675534,97.83077863311067,82.82964162819871,21.692289536922964,6,73.97989144565408,HIGH,71.25695763705494
43.9618607822098,85.79391899651847,51.81959100653431,57.946104608638336,4,35.82044414490825,MEDIUM,45.62903635169336
146.70116945098465,94.90441161500675,78.42503327401148,15.235580177705366,10,68.65347974077972,HIGH,84.09878633842025
131.61921203468629,21.424173111182782,30.758099192333585,46.62521627992248,6,66.44133777809107,MEDIUM,43.94406276296928
135.6272806656421,81.6209708650273,51.954678797126945,43.17198346051161,1,30.415733616900926,MEDIUM,61.734777121567554
32.27981776474326,59.1108124672943,23.760794927011425,46.36417379585004,2,49.640711069464004,LOW,32.48044199185202
31.03814662055858,58.91460355718746,86.78418600949442,33.785203063556914,8,85.2069933147992,MEDIUM,47.70914350721282
167.6856336711063,90.90294186884623,83.19142357399942,68.29558804802502,5,64.50324792352964,HIGH,78.85253797357308
77.5882929502399,97.46234367820402,90.70421849885511,81.48027972039625,2,16.18644717805703,MEDIUM,53.735836197389084
61.16127760275976,73.43544907388628,88.36031321630465,75.3239443709131,9,49.86179481887467,MEDIUM,51.4226482435387
93.05928770976067,53.46445505246055,96.161644895652,63.358928142224826,1,38.059431290012526,MEDIUM,46.81562706350807
122.68691616980901,51.07634721116608,26.691942005032967,55.759307943306126,2,67.74811110204695,MEDIUM,51.389707773288265
172.45595369798488,44.77073115008636,93.52330762555498,12.642155300682582,5,65.31075471657347,HIGH,81.43479248219795
58.69585856994935,42.543912661539636,59.26525317843978,71.4493898888133,0,10.935829135912648,LOW,32.35039210305983
167.2174329830446,45.23561575159883,45.13703297222445,56.32354986417228,4,64.69259584766166,MEDIUM,57.36593364381144
14.226113535663574,18.077791172607576,58.23552011694794,33.012989306430384,10,76.1364688586443,MEDIUM,44.80471312798782
104.3836671955602,16.96924767343944,37.5472238817764,37.86657330254254,11,79.18570291614179,MEDIUM,40.46472713520443
117.77576898578447,80.18828594850805,32.41253566129045,89.52657684992802,10,15.307819335096504,MEDIUM,62.3008256728504
28.00255863762806,50.14656036282035,27.924862107865234,63.0707908349643,3,37.329257539888204,MEDIUM,44.32051740483635
33.85773150086515,93.76160396901584,12.830658998427047,50.4525569458899,0,47.91462044963715,LOW,28.801039034660235
81.24943428377165,65.09989077345571,52.173665228982806,62.778347875214656,9,26.179453701542062,MEDIUM,50.37247876407216
174.2594250643409,13.165838396597778,89.3373591928193,45.168097623780845,4,47.866048404850886,MEDIUM,55.398670589553646
111.32723404984338,24.17710071857315,64.86443708106654,49.96549322225638,8,16.40165822430331,MEDIUM,46.44879844128335
168.61394767203592,28.52378137117068,54.49268511179849,34.67628682015199,1,20.189555470634645,MEDIUM,51.78356697649931
146.74135565420502,97.81624219506945,45.71632723383707,47.38753055028978,8,70.18252865590776,HIGH,77.20460248446844
89.45487226439955,29.683380353647138,49.11815450013324,68.27533975722238,7,33.631521504413946,MEDIUM,40.56826513911728
143.40978637287188,56.418010865924614,24.881348019335338,13.395063632349883,11,74.02652627316152,MEDIUM,62.15469553851609
13.032253276087914,94.25592384761765,83.17890833334424,77.57732962017316,1,14.329767521500118,MEDIUM,43.36719380933602
28.55447945017494,97.94734569229216,23.846381511745165,34.05326097321159,4,60.64327477391526,MEDIUM,53.228957460156586
151.00286453006518,31.272439184519012,73.07916188909473,68.01758244176247,11,45.23037972281563,MEDIUM,52.31154925954487
145.4589050152775,14.420587937503612,77.1985760921345,64.63165174780511,4,81.72742527239187,MEDIUM,44.408382875368346
49.54892613429373,23.824164928398265,59.61255899263475,65.47338417701096,7,80.55564221850057,MEDIUM,49.52548017106675
100.23083040183909,15.699563083230228,86.9780056207087,61.690957881743245,1,43.80036782117573,MEDIUM,39.96400566313643
113.02268951900186,27.561181698310275,32.649783482811756,91.52365623591047,8,66.04426126789429,MEDIUM,40.35398851209932
157.5156221419219,61.171274323336185,88.753636018072,53.20925382910822,3,30.47939819375393,MEDIUM,63.05663787872899
